C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_453.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_453.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_453.jpg, 0, 0, 0, 8.136996E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_556.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_556.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_556.jpg, 0, 0, 0, 7.83103E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_658.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_658.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_658.jpg, 0, 0, 0, 8.121258E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_763.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_763.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_763.jpg, 0, 0, 0, 7.750079E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_865.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_865.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_865.jpg, 0, 0, 0, 7.827648E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_50_978.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_50_978.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_50_978.jpg, 0, 0, 0, 8.05368E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_51_079.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_51_079.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_51_079.jpg, 0, 0, 0, 8.198372E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_51_184.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_51_184.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_51_184.jpg, 0, 0, 0, 8.415038E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_51_290.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_51_290.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_51_290.jpg, 0, 0, 0, 7.849132E-05
C:\Users\ibrah\OneDrive\Desktop\Data\IMG\center_2023_02_16_23_59_51_413.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\left_2023_02_16_23_59_51_413.jpg, C:\Users\ibrah\OneDrive\Desktop\Data\IMG\right_2023_02_16_23_59_51_413.jpg, 0, 0, 0, 7.854919E-05
